ticker,volatility,momentum_12_1,max_drawdown,skewness,kurtosis,pe_ratio,roe,market_cap,beta
AON,0.22168417769245743,0.2873622768469183,-0.2538042097956506,-0.6941830166086395,6.7451912918067976,19.08808,0.4694,69869010944,0.814
AOS,0.2790341454637348,-0.11354924576059106,-0.26895304768513395,0.3269519342587177,6.0619294333359015,20.21039,0.29197,10760338432,1.343
APA,0.4530060129720129,-0.48864188330503594,-0.5735514474760663,-0.5703716592105548,2.7777443007840406,6.952153,0.27427998,10397274112,0.698
APH,0.2513413817278339,0.3548320334814815,-0.18511264934609453,-0.5919512422327662,4.138811020716455,45.221558,0.36851,185660620800,1.21
APO,0.35392125191636203,0.5968834613854155,-0.2561185063403002,-0.566730484028263,2.992480598727278,17.451895,0.14698,69488189440,1.564
APP,0.75384096044994,1.915323351819779,-0.8390446454272488,1.5363602783237018,10.532893216219955,41.6597,2.12945,141644873728,2.49
APTV,0.41001026141584596,-0.5586828887873945,-0.576582426752512,-0.6648213072899847,6.4626172185638175,106.09333,0.01948,17193439232,1.5
ARES,0.3374708384327855,0.38244967139967345,-0.3568352666129872,-0.48523158759258156,2.2475423070681533,72.44706,0.13579,40350248960,1.524
ATO,0.19268640795784497,0.2830092536570517,-0.19076965487876588,0.11666225760353856,3.468371740842038,23.594524,0.09237,29939486720,0.758
AVB,0.22910985013440702,0.23892754797255814,-0.3819721984108302,0.23243212600605329,1.5601024701083723,23.972971,0.088879995,25118941184,0.754
AVGO,0.4173815980896775,0.2860625010384068,-0.3159773501465211,1.0852265371827698,8.51011119603453,69.88445,0.31048,1577184657408,1.221
AVY,0.24399576528973424,0.015558386680418201,-0.21036492273868077,-0.19119351154490793,3.1757222089463593,22.428246,0.30212998,15221008384,0.986
AWK,0.2303258674691603,0.04095618800991097,-0.3085762791822811,0.016089049469116837,1.2435419974705715,22.736378,0.10496,25250068480,0.78
AXON,0.4350419580564546,0.8423257836728139,-0.39735712323870004,1.447649050496174,17.342719416818138,136.88013,0.10028,34468622336,1.483
AXP,0.2756783951558051,0.4715546222029867,-0.284363055015205,0.19773780486727682,2.7029817953263766,22.523096,0.33992,238466662400,1.128
BA,0.36608761000427714,-0.5748032733963107,-0.47727700786144944,-0.4219801989197262,2.6683288580748554,93.560486,2.90084,182224076800,1.14
BAC,0.26836305010042333,0.3400278112776163,-0.39024347932488906,0.4089172291386159,2.17187258954692,13.92651,0.1019,387470426112,1.273
BALL,0.33677984554877627,0.0621893262659616,-0.5220335720877105,-0.97900188984414,15.70887794850244,20.160606,0.16122,18106064896,1.138
BBY,0.34708649357370724,0.12440593523530936,-0.34143094981680816,0.5712974460931961,5.791877858056878,21.280529,0.22493,13547330560,1.469
BDX,0.20735745565269972,-0.09820189738413632,-0.20881790963937025,-0.5953696727260235,5.361752511266626,30.292484,0.0696,67165888512,0.285
BEN,0.3170894713549367,-0.2603430987800607,-0.3927564798220252,-0.22062239227183997,5.2914272676157275,25.620369,0.04464,14426880000,1.488
BF-B,0.25191105209603115,-0.3185495657169352,-0.49581624014936077,-0.6202662664028864,7.3600630167083665,17.538012,0.20666,13891650560,0.399
BG,0.2923178593529047,-0.11805069061022147,-0.3486961263893775,-0.09545442195224402,5.699122401727548,28.829786,0.05964,23580379136,0.754
BIIB,0.33097868685349374,-0.5081561210738169,-0.5394893971420595,5.855786959552879,97.01601832982992,21.846416,0.07394,28182040576,0.164
BK,0.23839158095273366,0.4671130364107007,-0.2687501239775982,-0.03403417423739272,2.4098434402808913,15.9716215,0.12898,82419695616,1.094
BKR,0.33089579926892854,0.24267592156850537,-0.4552049106866278,-0.11864356954910149,1.6591978777457168,23.926924,0.14552,61478191104,0.859
BLDR,0.45530420060145654,0.017072151815441,-0.371921138829543,-0.678576133661012,5.984141503262343,20.97723,0.10064,12224684032,1.549
BLK,0.2626217601707915,0.23489583864126817,-0.3110738081338853,0.5765417354297371,6.143517355605216,30.96376,0.10686,169679241216,1.488
BMY,0.23286602179156404,0.15577766013958155,-0.4766736628562538,0.5524396973012412,9.995902258898976,17.531792,0.40442002,123532492800,0.295
BR,0.2271700714428991,0.1339733048695233,-0.268547942338993,0.03527665829580948,4.283464356941619,19.56022,0.41793,20666857472,0.979
BRK-B,0.17148512611249178,0.2933977970113071,-0.2617655803417672,0.11538271966564206,2.2991258664707743,15.92202,0.1017,1074784239616,0.702
BRO,0.23863159885912202,0.45531382098276474,-0.2728440154324678,-1.3008248700533938,10.572371031483932,22.02215,0.11226,23759472640,0.786
BSX,0.21123672420333595,0.43679095755113206,-0.2518046110377416,-0.0916412873831467,3.3294314665884626,38.4433,0.12445,110603616256,0.657
BX,0.3888832025882272,0.36579256033171603,-0.427997322400898,0.023209996613470667,2.2684001201557233,31.335917,0.29228002,149118271488,1.761
BXP,0.3574751282856619,0.1571349414062288,-0.6237807791633079,0.22308600133719186,1.998632295266093,34.988506,0.04916,10774308864,1.014
C,0.28536194264242515,0.3240833495334958,-0.26534534107396013,0.5996705448273804,4.994258785818701,16.595137,0.06831,207554871296,1.141
CARR,0.3063395973105653,0.2677649261448779,-0.2782322615840512,-0.2181452029409375,2.0757416712314463,37.95266,0.10925,53611028480,1.335
CAT,0.29362703347528674,0.3012084268924967,-0.3008514627851378,0.09787543713227756,2.934328311950595,40.3259,0.43526,355542794240,1.554
CB,0.2003427890054957,0.24086803186836597,-0.1926250779594777,-0.165063072712437,2.1728968600033207,12.918582,0.14337,130509332480,0.488
CBOE,0.21232137789134825,0.1815262858360145,-0.1447875483639608,-0.16500485130688886,1.0938668940854317,27.704414,0.2336,30208776192,0.347
CBRE,0.29562881671760805,0.3744845358653984,-0.291150107623235,0.4736372812221679,3.456847992520726,38.184414,0.13572,43749142528,1.314
CCL,0.5848780976698069,0.23441983501753685,-0.6844708156733235,-0.5750945313620196,5.029015575026939,15.836634,0.25632998,44220321792,2.442
CDNS,0.33421294761374604,0.06412551436111318,-0.2624682460871546,0.3447489887004497,2.874910779235842,76.360825,0.21855,80733331456,1.005
CDW,0.2763761372337784,-0.28360706678363606,-0.32907776895885454,-1.7184423171913386,12.803555677368452,15.425743,0.43018,16335411200,1.051
CEG,0.42305554053507516,0.6681237243872914,-0.27645003587250133,0.9565445241656472,9.209398752329193,33.773197,0.19839,106817609728,1.136
CF,0.3558584281094105,0.11242135669238146,-0.48357420247379396,-0.24041285031963622,1.5926720812136814,11.750906,0.23401,15740532736,0.689
CFG,0.35539229022015045,0.3741374450999617,-0.47645353783915106,0.1599567812536647,3.1854292245420606,16.914509,0.07241,28041154560,1.071
CHD,0.19979902908996464,0.15099828548304223,-0.31716129123476555,-0.9397691842224735,6.884305944130052,34.13245,0.1762,24752609280,0.468
CHRW,0.2953961336049152,0.17597822423758253,-0.4055231319320843,0.21504624246914064,12.020378481225585,39.349895,0.32911,22545074176,0.896
CHTR,0.3901480728365731,-0.054891225594300486,-0.5534098035659726,-0.8424878420463308,11.167898949860874,6.3580112,0.28667998,29784860672,1.047
CI,0.2688204494413042,0.11101438423681366,-0.28181834419051566,0.7268746103199727,12.112266474171536,12.643662,0.1513,74878042112,0.283
CIEN,0.3931381758510837,0.37041909442915877,-0.3657272629930941,0.5051273784035839,10.309060881246142,398.75003,0.04448,47383187456,1.147
CINF,0.26975156038667736,0.43278524837675825,-0.35770792672495694,-0.9100322371552004,12.86458255804614,10.737813,0.16036,25431017472,0.646
CL,0.17066787751336712,0.20361817478624658,-0.17761518727164025,-0.6003086062239463,2.533795320548222,36.15589,4.9747,76853714944,0.291
CLX,0.24308785948114667,0.17300750030842516,-0.331549742731081,0.4792489176129017,5.745936751506502,20.229132,9.87179,15076773888,0.607
CMCSA,0.26624982838496414,-0.008253905087418786,-0.3945069019482614,-0.6082189487613098,6.344943181938223,5.8144712,0.2141,114199658496,0.793
CME,0.1953607113574081,0.1259881681296035,-0.2993540142412051,-0.024090822270439648,1.637199270261279,27.631392,0.1475,110762180608,0.28
CMG,0.3117606921057306,0.2552107435032671,-0.27310864421051617,0.15116791571679805,7.680209082376514,32.929825,0.47355,49638318080,0.996
CMI,0.25137637090021425,0.44429025762882535,-0.20208988506518508,0.07363279405073939,2.4505315320957486,28.8982,0.23928,81970806784,1.119
CMS,0.202462162569227,0.2029244971689102,-0.28039332090456565,-0.25053852508329666,1.228180485008398,21.490086,0.108559996,23245088768,0.481
CNP,0.21237485691367092,0.14160267269778942,-0.22809672365033848,-0.553035967199019,2.121868091691728,27.215189,0.096429996,28073336832,0.593
COF,0.34889723154957214,0.3569037910593099,-0.38304991661401816,0.6006531047723062,4.0260553540409365,62.029762,0.02394,132499603456,1.124
COIN,0.9592494121627994,0.2039858790647326,-0.8346212542755832,0.08530912132664502,2.04523664876902,38.419285,0.10055,46205833216,3.703
COO,0.2736066019179245,0.07229180702551963,-0.41950946236873315,0.9289495270656997,5.964680161042576,44.95722,0.045939997,16713866240,1.027
COP,0.3227968681754189,-0.06516804120405623,-0.32977539817693097,-0.30321093415704314,2.9999873915900475,17.378931,0.12357,136583938048,0.291
COR,0.19550010960708009,0.19653465625416133,-0.1783959794509354,-0.3441880801128416,2.734193969831429,43.29496,1.33467,70241140736,0.685
COST,0.24045376057839218,0.3753422190263801,-0.3140241989612835,-1.1821221238422257,11.66116199185749,52.914608,0.30325,437418196992,1.008
CPAY,0.29213680152796856,0.26782370851867354,-0.37330429718376246,-0.2573893482338081,3.367220246925254,23.466402,0.29071,24905693184,0.808
CPB,0.220450935747757,0.07942911305520177,-0.31806553880963423,-0.6463930046991558,6.193249489073409,13.829897,0.14815,7998941696,-0.036
CPRT,0.25336334756916035,0.23316134743284603,-0.20170175542722768,0.36215347260004266,4.080382004714366,22.380367,0.17129,35313283072,1.083
CPT,0.2386654127419631,0.24503479972971992,-0.4950997896460934,0.06849627799562792,1.2972495609793064,30.282486,0.08598,11405579264,0.83
CRH,0.29273379876841293,0.3727350928281558,-0.2526441880783221,0.21900075558903884,1.8403847658653456,24.758482,0.15684,82867765248,1.182
CRM,0.3785017657272169,0.16601153699867008,-0.41389084131829984,-0.8327870817067244,12.402693241923922,24.688,0.12184,176272326656,1.276
CSCO,0.23172704619902468,0.17535500086492195,-0.2816171525105853,-1.8319487299783401,19.61325125716822,28.489208,0.23754999,312926666752,0.865
CSGP,0.31349203199461784,-0.11042786452122752,-0.28537814449040805,0.6953345224618787,5.0018448942508,831.1667,0.00252,21136041984,0.85
CSX,0.23112445162244447,0.04523842937636528,-0.29429256459468184,-0.061753574445647656,2.5855327144070213,27.474028,0.22511,78677843968,1.29
CTAS,0.22918954974796854,0.3978071490048714,-0.19802163385537072,-0.6121235827748346,8.817788925208758,43.294373,0.43396,80381378560,0.954
CTRA,0.3271555406996963,0.05415912882338016,-0.33248548294757524,-0.34530217390862816,2.6041420251333864,14.481482,0.118549995,23815888896,0.36
CTSH,0.27192589190868866,0.06002500021195087,-0.42700797644710675,-1.5372251559957288,14.48011377313329,14.260964,0.15158,31386499072,0.957
CTVA,0.2783917922931677,0.23180660821066706,-0.3476162406553684,0.9345916963595781,14.886382823039767,43.605713,0.04974,51565105152,0.737
CVNA,1.3250396665644324,1.3447958052401177,-0.9720216618474175,0.08221250551665571,7.361187679315796,76.33107,0.67946,72980373504,3.573
CVS,0.3039041212220837,-0.2984437451313652,-0.5549324113580726,-1.6829772616032572,16.092030438091,55.172665,0.022869999,97565868032,0.501
CVX,0.25303569190570263,0.10779530578871858,-0.2494893965710018,-0.28621647283350937,2.8730231201103766,27.783987,0.0716,367741108224,0.672
D,0.2383699662418593,0.2486114144250478,-0.5219992644102889,-0.27045686347151937,2.0103584147907245,21.555555,0.09204,56324120576,0.706
DAL,0.3511379653153178,0.4220304383069987,-0.37357471896755906,-0.06994251064797032,1.3768223181394,9.065274,0.27693,45353398272,1.338
DASH,0.528580689086367,0.5461652501529767,-0.6615045854634636,-0.0809730701326178,2.1403788617067683,89.487305,0.10439,75980726272,1.795
DD,0.27403634611046246,0.06792233108946527,-0.33920550559759743,-0.7470016778411628,11.216089775789404,240.04762,0.0051700003,21120546816,1.16
DDOG,0.5635080539778454,0.16423010850255565,-0.5995784389096784,0.31787916777977715,5.591601867413464,373.09677,0.03343,40558579712,1.286
DE,0.28546259726962836,0.13837344179960742,-0.33812127484293136,-0.8650189324577012,8.773080464133736,35.849026,0.19566,179584122880,1.004
DECK,0.3870562432069202,0.49463456387856186,-0.23074816604963055,1.0198499594699293,6.815187689195019,16.859375,0.39688,17298454528,1.146
DG,0.4099497314059041,-0.6937913449851555,-0.7090314072238373,-5.851339737846787,80.72394624375335,26.062283,0.16450001,33158705152,0.255
DGX,0.20913681828094866,0.16761469128082687,-0.21996954288970838,0.27984611156281997,2.8054136240214547,23.15904,0.14751,22516566016,0.675
DHI,0.3478217241861526,0.06103045998945711,-0.30189480413179254,-0.015439252964085933,2.388790327583002,14.919999,0.13477,47775256576,1.45
DHR,0.26897547782808845,0.015971293571435827,-0.30570714921973663,0.2071627022276222,3.5685765636006916,41.650097,0.07053,148095549440,0.958
DIS,0.30246180100329917,0.23550308078369933,-0.43728718423048174,-0.5102978110868619,7.306944308908697,15.549337,0.12024,187234205696,1.419
DLR,0.31089969863137346,0.3654935194480149,-0.40890588402259137,0.2426264897882497,3.0906560197991837,49.072624,0.05469,61453643776,1.148
DLTR,0.39414787192445194,-0.7878137013973631,-0.648380064104795,-2.0732299920795314,26.738113801301147,25.42722,0.20066999,27435712512,0.744
DOC,0.2704111004814872,0.14093317999779328,-0.5276429104693762,0.21498480280308205,1.9178802393699952,169.9,0.01164,11808796672,1.107
DOV,0.24277466860655522,0.2833230798123406,-0.26836890838882027,-0.01099463732114877,2.148120793199401,29.236841,0.15285,31999215616,1.289
DRI,0.25628425046933634,0.08091887668536174,-0.21445207926128687,0.8107871737421458,9.592375282854245,22.774633,0.54104,25271490560,0.614
DTE,0.20188497100117,0.14257393153026274,-0.2892448713384934,-0.2028198498068365,1.1475834789834796,21.73913,0.12177,30114035712,0.484
DUK,0.18880195293990307,0.2150411412591101,-0.24158882051859418,-0.24737551933337554,0.7002558719928476,20.091917,0.09724,98591891456,0.51
DVA,0.39684943116213933,0.4199833850615145,-0.46976819885499727,-3.838801082707233,44.40216641229806,15.849631,0.64848,10076149760,1.011
DVN,0.38906026606145433,-0.1774280354642144,-0.5570485793852086,-0.6588851543187665,3.4723014550003004,10.46934,0.17736,27845844992,0.625
DXCM,0.5359296321783731,-0.7432600284663521,-0.5443218128115379,-5.147817962075187,82.80431682843295,34.96651,0.34497002,28502388736,1.488
EA,0.2146332186807301,0.16980797735917375,-0.22368346903918684,-0.5136219038065895,6.849373159039647,75.056175,0.10027,50150842368,0.745
EBAY,0.305927914934169,0.36220526350648874,-0.3739800309150614,-0.6057819507794123,5.468980720812944,19.527716,0.40847,40247988224,1.38
ECL,0.24832486964785383,0.2169454985061762,-0.27982019735468816,0.012135996601318597,5.625431276745907,41.83769,0.22516,86267346944,0.992
EFX,0.32215548915839554,0.024385880225254078,-0.3702350408227967,-0.11248726542214739,3.828438559762171,37.186443,0.13757,24167927808,1.559
EG,0.26767047964778895,0.08206728585980912,-0.1899341777595711,-0.6183686361282823,3.4807288603260886,9.057921,0.10847,14376644608,0.331
EIX,0.2284031404831716,0.22220904944575975,-0.22877447370914772,-0.05941846203667061,1.7324278830684863,9.664482,0.24103001,28377659392,0.829
ELV,0.24991073984342224,-0.16425456017437298,-0.3445340787867705,-0.922507238210003,5.8543010643096025,13.602936,0.1325,75686248448,0.503
EME,0.28812821417399853,0.8167518673484365,-0.18547954857209614,0.1971171281627748,4.94184779184565,32.68154,0.37088,36385247232,1.161
EMR,0.25307654927451545,0.29662578706492126,-0.25287444608715454,0.048621454473954745,5.47445595254203,36.337406,0.09646,83569336320,1.249
EOG,0.33197434966832073,0.10170516488096998,-0.3341954077023438,-0.3792448107008712,2.4849908328835664,12.222444,0.18476999,67200868352,0.472
EPAM,0.48903320501371556,-0.3156323219453501,-0.628234533329299,-1.883023091679651,22.154004325429213,21.198473,0.10335,7733516800,1.718
EQIX,0.2829162774282882,0.1901964837894995,-0.33656264503297817,0.4513817204726467,4.013323186119553,67.548035,0.09722,91191377920,1.067
EQR,0.2302621483141708,0.23820953650956064,-0.3931960461222189,-0.043712390015773046,1.1334082964272199,21.292517,0.100200005,24636973056,0.76
EQT,0.4315670948716469,0.13098980163873847,-0.4255892090276103,-0.11043859178248291,1.466610160240899,19.70684,0.09007,37756284928,0.728
ERIE,0.2830008559956164,0.25318806561506824,-0.2765195405101607,0.7296897767695325,12.179029977987636,22.019356,0.30444,14277226496,0.372
ES,0.24057224932386825,0.05314434311744089,-0.41689240899406416,-0.4099338780961326,2.5492887932406347,16.131578,0.10777,27598913536,0.792
ESS,0.24518213114435033,0.23278419860108587,-0.43869143247723486,-0.12170014731527441,1.0441658436149064,24.449568,0.12235,17588973568,0.738
ETN,0.2744377914688736,0.4184830577356484,-0.1978729610675517,-0.299168261767822,2.2988588395738567,35.730145,0.21525998,145356832768,1.18
EVRG,0.2043171625629112,0.24713389130362348,-0.2983320191971541,-0.32371129585111186,1.3135820155541378,21.98904,0.08569,18476988416,0.644
EW,0.3924253181214142,-0.1945873646250108,-0.5345755143491743,-5.843454795434764,82.25984050721812,44.07735,0.1042,46838841344,0.94
EXC,0.22209259960407882,0.1239256866719936,-0.29054802526239065,-0.6487716809359548,2.894574420963661,17.505495,0.09936,48884039680,0.566
EXE,0.34843309232945296,0.2508885963899081,-0.29685632231820397,-0.3191612156325283,2.196117565060689,34.74598,0.100659996,25736615936,0.449
EXPD,0.251299160460324,-0.05757689648016634,-0.23967016406058295,-0.17268953210992274,4.817088642624267,25.456028,0.36505002,21212807168,1.128
EXPE,0.44663223123774515,0.11993298220072907,-0.5777497422241569,-0.9191899739194805,10.16325394040768,20.742098,0.48672,24933394432,1.382
EXR,0.30862827603347537,0.06549565595938468,-0.502483533880199,-0.24389817371381292,5.669028931746359,34.09598,0.07008,33849622528,1.264
FANG,0.35026731315341403,0.14233801243134966,-0.334725721452482,-0.3729993197251027,2.4687592608946716,12.360252,0.10901,50431369216,0.584
FAST,0.2471746404920102,0.2518670566414267,-0.2619277870673778,0.29303054508817844,5.427960924952281,42.40367,0.33291,53068845056,0.885
FCX,0.4192914345666305,-0.006627222432227242,-0.5032916632821016,0.13130113560547235,1.1262240344210426,42.328945,0.13946,92387770368,1.434
FDS,0.23864806594238552,0.01614506302141827,-0.21377706565229102,-0.642329320708437,4.010176328485299,12.407761,0.28831,7298758656,0.726
FDX,0.3475809225214389,0.1515449575506908,-0.4092919417417927,-1.9615308389466406,31.691026213133767,21.51052,0.15886,91663974400,1.336
FE,0.19841110119775215,0.18115106735593073,-0.2858845584032994,-0.16419575950876997,1.4927187017836134,21.826088,0.09195,28998809600,0.62
FFIV,0.28336605017414773,0.3048248531395052,-0.39094056469075367,-0.38954172610266385,10.759207915448982,23.04553,0.20844,15815641088,1.008
FIS,0.3615069984838038,0.3448547517253955,-0.5359144799808148,-4.852967905642563,65.81269628053221,153.53125,0.011829999,25664460800,0.9
FITB,0.33373313353661616,0.3318567983553499,-0.45304924838166133,-0.28335885839393316,4.420106231421627,15.189801,0.121929996,48260595712,0.977
FIX,0.38957302100262153,0.7817852816222377,-0.19363902426613097,0.22120359895704547,4.682103151155881,62.116817,0.49238998,51589595136,1.668
FOX,0.2483440579842399,0.4786096056729945,-0.27284803374568667,-0.31180182017410357,2.5902204860583105,12.529976,0.16823,24393117696,0.511
FOXA,0.25567388978001554,0.4576961546012323,-0.2930565043446793,-0.45191778953183087,3.5705103340594215,13.673861,0.16823,24256083968,0.511
FRT,0.23585644897844177,0.14099026784916655,-0.29022168984816543,0.013463991890321412,0.9569476057819024,22.959402,0.12235,9327222784,1.018
FSLR,0.5165224558724277,0.01942113031877285,-0.42798568180423185,1.0495159491794275,6.421866310951433,18.54908,0.16864,25955694592,1.626
FTNT,0.43937382766807404,0.4210106108351771,-0.38315892861555173,-1.6670719435007337,27.3608570612072,33.05785,1.3571601,61301284864,1.047
FTV,0.24058318304896673,0.055911572089994976,-0.2225875383241012,-0.42852539699222664,3.5345864664289177,36.654087,0.06396,18510405632,1.033
GD,0.19643804331796952,0.09474338799696966,-0.1926951685940026,-0.04237091488732136,5.226106677727865,22.730919,0.17658001,95020376064,0.398
GDDY,0.2849065153873578,0.5964835909379953,-0.2528315430456341,-0.15449155059371816,6.700348647408621,15.627585,3.69454,12549019648,0.933
GE,0.2982677617864832,0.5434137764055558,-0.3533206346006846,-0.4287356732334291,3.9659516138980226,42.53036,0.44692,362033217536,1.384
GEN,0.30172929775407303,0.28043830871677394,-0.41889875066922355,-0.014074092704584203,9.785954532468457,23.041237,0.26902,13783605248,1.1
GILD,0.23701758938204967,0.1357844392166394,-0.26589821116104634,0.5616770666393136,11.336255735178488,22.330381,0.40655,187838889984,0.387
GIS,0.19647466533980718,0.03660373367548397,-0.30911647251756186,-0.34002770465711635,4.265813741298395,9.595698,0.27173,23808432128,-0.063
GL,0.534910898678623,-0.8023040238880585,-0.6162255549569395,-16.177399508538947,372.41928105039386,10.269559,0.21124001,11696100352,0.464
GLW,0.26368929604206587,0.4649066431541473,-0.26156627455063897,0.451070837357544,4.528202369252623,76.23497,0.14904,119692337152,1.124
GM,0.36026135564337636,0.39765215279880944,-0.4033600337703092,-0.04979253155087919,1.9367359297101236,24.926607,0.04318,76037529600,1.365
GNRC,0.5602651509111966,0.31569012773019356,-0.7398816670104612,-1.4206900962695603,12.275952287181871,43.65524,0.06283,13449800704,1.814
GOOG,0.3254161346051224,0.15963052030722888,-0.4187653680163321,-0.22458278997044667,3.09946910412285,29.157406,0.35705003,3809345273856,1.086
GOOGL,0.3250750619898945,0.1587702846628524,-0.41645716653886344,-0.19115736642337505,3.008683080911143,29.164816,0.35705003,3810313371648,1.086
GPC,0.2811461265324784,-0.12635008658543245,-0.36744718500101975,-3.879654326334696,51.004990026529924,20.320137,0.015,16423385088,0.73
GPN,0.33773053843331174,-0.09937880962445897,-0.35180599769029264,-0.7713656516278986,5.158475603471498,12.514416,0.04824,23092568064,0.75
GRMN,0.28418092027607444,0.46937345982952966,-0.33726413109679315,2.8073167539863104,31.775263014131852,30.690506,0.19783,47911743488,0.999
GS,0.2604281687090329,0.44492424952130755,-0.23209429486847571,0.439136659945452,5.4151014854724355,17.9844,0.13885,279181492224,1.311
GWW,0.25397461876079236,0.36082005273741224,-0.16850244965987177,0.7810601256416588,6.739589910848906,31.847132,0.46098998,53910286336,1.108
HAL,0.3880008341299562,-0.14514054747775357,-0.45535075854057644,-0.35546852291490105,1.6645544308412372,23.406668,0.12274,29549510656,0.75
HBAN,0.3225544207075757,0.349064374508334,-0.39556443227992877,-0.6362994263371747,12.100300723012708,12.956835,0.10095,36556562432,0.959
HD,0.2420141450423828,0.21867525434874807,-0.18040377376020716,-0.19320182595917523,2.643161804215886,26.038828,1.62909,380534259712,1.089
HIG,0.22264266285307385,0.4222066585876256,-0.18625509825287148,-0.33350850133060506,2.6808142952018894,10.674926,0.21656,39656833024,0.603
HII,0.30029754989638774,-0.3353383943223879,-0.36989988768095206,-6.215520545592796,98.06508773310277,28.413637,0.124239996,17171423232,0.329
